osmid,commutes
"[240564768, 240564780]",1
"[240564785, 627093885]",1
"[240974025, 563896821]",9
"[240974083, 563897229]",3
"[240975987, 464141030]",5
"[240975990, 16223110]",14
"[240976004, 464141030]",11
"[240976755, 240976772, 240976774]",16
"[240976758, 240976775]",6
"[240978938, 16228366]",36
"[240981330, 16225359]",7
"[257177563, 825133412, 825133413]",43
"[258412832, 258412833]",2301
"[258549472, 757220566]",6
"[258552073, 608516899]",5
"[26023330, 33253013, 33253018]",17112
"[261474328, 336913491, 336913492]",55
"[264162616, 16242716]",25
"[265871312, 222835540, 222835541]",630
"[269429697, 269429692]",384
"[269459640, 269459639]",91
"[269460114, 16212150]",8008
"[269460120, 269460119]",2749
"[271273601, 271273595]",579
"[271273625, 289048722, 289048723]",12449
"[271783209, 598009522]",331
"[271783211, 464781804, 271783212]",286
"[271783221, 271783222, 271783223]",378
"[271783226, 829900165, 829900166]",582
"[271822506, 67137371, 67137310]",21520
"[271822515, 617396358, 617396359]",665
"[271900930, 271900935]",418
"[271900930, 272484762]",560
"[272130505, 829900138, 829900139]",286
"[272574808, 272574809]",41
"[272795569, 376989481]",80
"[273295293, 571032223]",7
"[274280306, 274280299]",1121
"[274562295, 742320662, 16211975]",6944
"[274618082, 42002399]",3
"[274638196, 420825910]",18
"[274665240, 823539474, 541342772, 541342964]",1625
"[274665249, 49422979, 49422980]",9635
"[274836840, 49422411]",10659
"[274836843, 755778701]",625
"[274847072, 103123387, 103123358]",8172
"[274850778, 16227275, 274850780]",846
"[274850784, 16231261, 274850783]",376
"[274850785, 736541994, 274850786]",248
"[274850787, 274850788, 607861431]",140
"[274850787, 703037717, 703037718]",54
"[274850792, 16224421, 274850791]",222
"[274850795, 274850796, 16230061]",62
"[274895288, 274895289]",393
"[274895290, 274895292]",907
"[274977665, 16214906, 24051495]",10645
"[274977666, 51133211, 51133214]",3112
"[276522160, 337615151]",828
"[276741800, 823882481, 823882482]",1618
"[276741801, 109642718]",159
"[277442016, 222374040]",42
"[277615779, 754288022, 277615775]",229
"[277642664, 629395015]",185
"[277642664, 823347010, 823347008]",637
"[277654395, 735239531, 735239532, 676270135]",511
"[279376152, 279376156, 16238800]",425
"[280165613, 16225814]",27
"[281403515, 281403516, 747521292]",1831
"[282542722, 792223924, 792223926, 792223927, 792223928]",47
"[282542723, 282542724, 532949927]",73
"[283271928, 279475542, 283271927]",1962
"[284102866, 798250783]",406
"[284161994, 825983467, 336913485, 336913486]",121
"[284162001, 530289612]",259
"[288670076, 288670077]",3049
"[288670077, 288670078, 539031679]",536
"[288670079, 539031631]",3
"[288944016, 288944014]",1072
"[288944016, 434907582]",1475
"[288944017, 288944012, 288944015]",188
"[288944018, 288944019]",587
"[288944018, 462887645]",6127
"[288944020, 767644846]",1075
"[289048710, 289048712, 24051126, 24051127, 24051039]",17746
"[289048714, 289048715, 16236366]",3208
"[289048720, 109642813, 289048719]",212
"[289048720, 539155391]",340
"[289048721, 289048724, 271273597, 16212343]",1547
"[294269776, 294269777, 294269778]",316
"[294883561, 793356722]",28
"[298575758, 52118966, 298575759]",3741
"[304580226, 304580222]",22
"[311451514, 311451515, 16212413]",610
"[321766868, 704762607]",688
"[323314008, 115224635, 323314006]",798
"[323314009, 323314011, 323314007]",1019
"[323314010, 323314007]",131
"[323314011, 175003247]",2339
"[327509201, 59195402]",1
"[329558914, 524919586, 546045542, 329558919, 546045546, 546045067]",27
"[329558928, 329558923, 16231072]",378
"[329558932, 104366871, 329558935]",131
"[331324824, 533369783]",58
"[331324826, 522060941]",1717
"[331325728, 16233837]",14
"[331325731, 528410228, 528648613, 528412343]",42
"[331325732, 16243342]",10
"[331326837, 16243093]",98
"[331326933, 331326935]",140
"[331326936, 331326937]",40
"[331326938, 16239018]",65
"[331326939, 16225219]",5
"[331327873, 827070508]",3
"[331766451, 531435951]",5
"[331766992, 540432573]",64
"[331767010, 752146221]",29
"[331767012, 26023166]",3
"[331767018, 540404380]",14
"[331767144, 823347025, 531451522, 531228851]",388
"[331767400, 531437617, 531436052]",14
"[331768290, 533355563]",3338
"[331768300, 828178798, 567567825, 48948279, 48948282]",1590
"[331768875, 827070510]",71
"[331768881, 222374033]",213
"[331770033, 16214843]",31
"[331770390, 16218799]",44
"[331770392, 539204231]",35
"[33251666, 258379591]",10
"[33251752, 258379263]",8
"[33252368, 109642297, 34402839]",6554
"[33252390, 33252412, 525629086]",13421
"[33252462, 525639990, 33252463]",7387
"[33252593, 16237918, 33252599]",8116
"[33252681, 33252638, 16216719]",8839
"[33252972, 33252956, 16212014]",20817
"[33253123, 33253091, 33253291, 33253398, 33253404, 33253277]",4869
"[33253190, 33253256, 33253384, 33253259, 33253176, 522507579]",17636
"[33253200, 16241528, 33253220]",6226
"[33253462, 33253467, 33253382]",18096
"[33253473, 33253461, 33253503]",1300
"[33253506, 33253511, 33253513, 178744373, 33253494, 178744375, 33253467, 8095580, 8095581]",31092
"[33253538, 33254033, 178744374, 178744376, 592066265, 8095578, 33253851, 33253500, 33253528, 8095582, 33253503]",8469
"[333614150, 539031765, 539031766]",449
"[334018889, 334018893, 16240030]",71
"[334018904, 16238931, 334018902]",1449
"[334018905, 334018909, 334018902]",3310
"[334018912, 16238179, 334018916]",95
"[334072250, 828178796, 222723839]",5162
"[334073221, 16211718]",4898
"[334337353, 331767142]",69
"[336891552, 336891557, 49422358]",18665
"[336913488, 825983461, 825983462]",479
"[336913489, 336913490, 287371979]",7
"[336913496, 16227321, 336913495]",7
"[337303533, 526789127]",41
"[337325465, 823347015]",145
"[337512628, 16232110]",131
"[337513273, 676159532]",23
"[337612931, 530494366]",20
"[337615128, 735461457]",395
"[337616857, 323314006]",611
"[337691322, 829900123, 829900124]",125
"[338249901, 338249903]",7
"[338251410, 338251413]",112
"[339249749, 339249782]",21
"[339266216, 564629055]",202
"[339570168, 339570229]",2
"[339570168, 781438716, 339570173]",11
"[339618553, 240552478]",84
"[339664506, 339664507, 16239972]",2371
"[339664507, 735237060]",2517
"[339667224, 524070214, 339667223]",429
"[34149539, 130060388, 34188837, 130060390, 130060364, 180202352, 180202355, 130060376, 631012317, 130060382]",7411
"[344018938, 344018943]",13
"[34402738, 24052762, 24052748, 24052759]",17647
"[34402841, 33252474, 51133165]",12848
"[345144531, 522142238]",459
"[345144532, 819063028, 819063029]",15
"[348729880, 521552913, 175003246]",510
"[351503146, 440965533, 16235710]",5
"[351686812, 351686813]",13
"[353236624, 16217826]",59
"[358458402, 16227475]",887
"[359639112, 598009516]",14
"[360897245, 161405094]",54
"[360974545, 360974546, 736446795, 366062383]",422
"[360974546, 804973889, 804973890]",3502
"[363479279, 363479281, 665431281, 275585333, 275585336, 275585337]",741
"[363479280, 275585335, 363479278, 363479279]",428
"[370108454, 738142726, 738142727]",186
"[370378145, 370378146]",249
"[370378145, 760482583]",239
"[370378146, 738142726]",274
"[370674517, 346990494]",37
"[371298700, 16241557]",19
"[372560954, 655261141, 372560959]",129
"[372560958, 526775714, 522390326, 655261143]",249
"[372560964, 665330260]",50
"[372664152, 541016777, 541016492]",36
"[372664154, 524929573]",49
"[373715498, 373715909]",14
"[375059153, 234338868]",5138
"[375511632, 537138966, 537138967, 537138971, 537138972]",153
"[375939578, 376387300]",1379
"[375986786, 375986787]",1367
"[375986787, 376095342]",77
"[376078408, 376078409, 109642351]",2019
"[376078410, 376078411, 109642562]",2324
"[376078411, 404282323, 404282324]",2022
"[376095344, 376095345]",43
"[376095346, 376095343]",65
"[376095346, 380424275]",126
"[376095347, 404282326]",79
"[376387301, 376387302, 376387303, 737262984, 376387304, 376387305, 272209771, 404282317, 404282318]",2662
"[376416547, 376416548, 376390450, 736462262, 736462265]",386
"[376455818, 376455815]",60
"[376455838, 376455846, 376455831]",962
"[376597456, 376597454, 376597455]",308
"[376873828, 353126957]",5
"[376873829, 353560663]",5
"[376989483, 376989484]",337
"[380886266, 16212412, 16226621]",4643
"[382357988, 382357989]",160
"[383558387, 820333084, 383558391]",224
"[39793648, 592207337]",6593
"[39793649, 121205836]",1396
"[39793661, 121205870]",4831
"[400902178, 16212991]",334
"[404136906, 404136903]",15
"[404261610, 404261611, 16219580]",8556
"[404261612, 16231693, 404261615]",213
"[404272563, 461873342, 16227767]",211
"[404272564, 736544684]",940
"[404272568, 16213681, 404272567]",212
"[404282312, 16224962, 404282311]",3558
"[404282313, 404282314, 16221815]",2216
"[404282316, 16233724, 404282315]",2165
"[404282325, 404282326, 16224991]",3418
"[404282328, 60229649, 404282327]",949
"[413137657, 16215270]",56
"[413137657, 33251505, 33251509]",3109
"[413137658, 376873828]",10
"[415302452, 415302453]",7
"[41784890, 41784860, 41784909]",566
"[41784933, 16211679]",7434
"[41785124, 472494263]",41
"[41785441, 16211490, 48947427, 48947426]",6416
"[41785570, 48947419, 16212292]",4446
"[41785821, 16242807]",2929
"[41785912, 531416129, 533361251]",44
"[41785962, 273300492]",146
"[42000311, 418902342, 418902343]",37
"[42001120, 49423119, 49423155, 49423156, 42001814, 16212126]",21164
"[42001776, 668725977, 16212565, 49423121]",18792
"[42002086, 49423374]",2826
"[42002487, 16211895]",2088
"[42002547, 16211707]",6426
"[42057489, 16215433, 531464955]",19575
"[42057489, 591934010]",1296
"[426200284, 275603046, 275603047]",1395
"[426216969, 554252870, 426216973, 554251606]",1275
"[427624296, 608821265]",8
"[427625219, 16225206]",6
"[42851333, 257177554, 257177557, 257177560, 257177563]",560
"[42851334, 16237895]",44
"[42851336, 16237895]",3
"[429538532, 16213276, 429538537]",251
"[437419794, 533147730]",1588
"[440068648, 440068649]",4
"[447455784, 16238857, 597999707]",8711
"[460728668, 460728670]",352
"[460746174, 460746175]",175
"[461367656, 464369721, 464369719]",295
"[461873339, 461873340, 274836843]",3938
"[461873344, 461873341, 461873343]",195
"[461873356, 461873357, 461873359]",1946
"[461873361, 274280302, 642310246]",1201
"[461873362, 274280301]",22232
"[462887648, 138257447]",6027
"[463006016, 463006019]",64
"[463006017, 539031737]",416
"[463006017, 575676100]",3
"[463021394, 530219981]",384
"[463508165, 463508166]",1
"[463678698, 463678699, 222835538, 522041646]",111
"[464162508, 531894143]",176
"[464362650, 544804443]",3364
"[464369721, 804095747]",922
"[464369724, 16236949, 464369726]",323
"[464382752, 546043478, 681707572, 547208174]",910
"[464781802, 737250638]",1127
"[464804896, 464804897]",965
"[464827224, 540652331, 540652975]",198
"[464943625, 464943626, 411128139]",3838
"[465524720, 460746177, 283874180]",230
"[465694944, 189420223]",9
"[466445200, 706999989]",2937
"[466679396, 769868270]",23
"[466720205, 703049973]",99
"[466956576, 16221492]",1
"[467012426, 16240155]",35
"[467012426, 467012427]",35
"[467012427, 16240155]",13
"[467473992, 16236471]",256
"[468234562, 16217662]",134
"[468802416, 670641847]",28
"[468802416, 670641851]",10
"[469775769, 16225874, 16234900]",124
"[469871096, 544806344, 547214095]",6596
"[473076083, 473076084, 804973887]",9860
"[473076083, 737254252, 737254253, 737254254]",1464
"[473347579, 522040135]",158
"[473826793, 473826794, 51133199, 51133200, 182194366]",16479
"[480104615, 480104614, 16232423]",6
"[482332785, 16214498, 16215876]",3
"[483063198, 528189079]",736
"[483063198, 528190661, 483063197]",1197
"[485177536, 16227777, 485177535]",250
"[48947360, 48947404, 48947414, 48947417, 48947357, 48947422, 48947423]",7298
"[48947408, 16212556, 48947407]",624
"[48947409, 48947411, 48947428]",3559
"[48947412, 48947413, 274638198]",8369
"[48947424, 48947415, 16211494, 48947416]",1660
"[48947425, 48947428, 183009925, 48947429, 48947433]",2036
"[48947431, 48947432, 16211919, 48947420, 48947421]",1664
"[48947456, 48947457, 48947463, 48947465, 48947468, 48947469, 48947450, 48947451]",10024
"[48947464, 48947467, 48947470, 48947409, 48947452, 48947453, 48947454, 48947455]",5727
"[48947466, 48947661]",3991
"[48947752, 48947653, 48947663]",3562
"[48947752, 48947753, 48947779]",2927
"[48947777, 48947778, 48947783, 48947784, 48947755]",6792
"[48947779, 48947780, 48947781, 48947782, 48947793]",4110
"[48947783, 48947787, 48947788, 48947794, 48947795, 48947806, 48947807]",3491
"[48947797, 109642543]",2679
"[48947808, 48947809, 109642670]",3594
"[48947810, 48947811, 16212366]",2257
"[48947812, 48947789, 48947791, 48947792, 48947861, 48947805]",3810
"[48947858, 48947859, 48947868, 48947869, 48947807]",5236
"[48947874, 48947875, 48947879, 48947880, 48947869]",7488
"[48947876, 48947860, 48947861, 48947870, 48947871]",3406
"[48947876, 48947877, 48947881, 48947882, 48947885]",4174
"[48947880, 48947887, 48947888, 48947954, 48947891, 48947892, 48947955, 48947992, 48947994]",10056
"[48948040, 48947886, 48947889, 48947890, 48947957, 48947990, 48947991, 48947960]",4797
"[48948064, 48948065, 48948038, 48948039, 48948040, 48948041, 48948061]",2589
"[48948066, 48948035, 48948036, 48948037, 48948042, 48947992, 48948060]",6437
"[48948077, 124423411, 48948056, 48948057, 48948061, 48948062]",2141
"[48948077, 48948078, 16235687]",2127
"[48948088, 16211706, 48948087]",9519
"[48948095, 48948093, 16211823]",4613
"[48948096, 48948099, 41786030, 48948084, 41786007]",2725
"[48948098, 16211603, 48948085, 48948086, 48948089, 41786074, 48948091]",6006
"[48948106, 48948109, 48948116, 48948118, 120581020]",20745
"[48948159, 48948154, 16211511]",12045
"[48948224, 48948220]",7237
"[48948225, 48948164, 48948228, 48948158]",15114
"[48948226, 48948163]",22618
"[48948232, 121205817, 48948228]",23435
"[48948233, 48948226, 48948234]",30431
"[48948257, 49423906, 49423907, 49423908, 67137315, 121998246, 49423912, 121998218, 121998220, 49423347, 49423923, 592082613, 49423901, 49423903]",9786
"[49421657, 49421660, 16212415]",6344
"[49421665, 49421666, 16211515]",3475
"[49421769, 16211703, 49421774, 49421781, 49421783]",26301
"[49421770, 49421771, 16224478]",11533
"[49421776, 825133430, 825133431]",34603
"[49421777, 825133431]",31281
"[49421898, 49421901]",7915
"[49422352, 274280307, 274280310]",15119
"[49422353, 49422349, 49422350]",25151
"[49422356, 49422357, 16228247]",66
"[49422360, 124423393, 49422358]",18750
"[49422363, 49422364, 336891551]",5438
"[49422401, 274836842]",3933
"[49422402, 274836846]",10220
"[49422403, 16211750]",3891
"[49422404, 16212143]",3921
"[49422405, 49422407]",5789
"[49422440, 336891557, 49422446]",13519
"[49422441, 49422442, 69545574]",20647
"[49422442, 336891556, 336891551]",4311
"[49422444, 16229005]",233
"[49422444, 49422443, 16229404]",208
"[49422864, 49422865, 269460122]",7227
"[49422866, 49422868, 269460117]",10586
"[49422977, 49422978, 16211580]",23523
"[49422984, 49422982, 49422983]",5247
"[49422987, 562091892, 562091891]",15207
"[49423008, 49423010, 541020896]",1458
"[49423010, 804973884, 541020407]",342
"[49423040, 49423041, 42001379, 49423126, 42001402]",12318
"[49423042, 562091890, 49423043]",2384
"[49423044, 49423045, 49423118, 49423124, 49423380, 49423157, 49423158]",11362
"[49423046, 49423151, 49423152, 49423123, 42002451, 42002454]",21417
"[49423104, 183010021, 42002743]",3670
"[49423105, 49423108, 49423109, 42002798]",3482
"[49423112, 42002362, 49423111]",1775
"[49423115, 49423116, 562091889, 49423154, 49423159]",1338
"[49423117, 42002342, 49423110]",759
"[49423136, 49423131, 542282114, 42002565, 618107690, 49423127, 823539483, 49423132, 49423133]",11514
"[49423344, 49423355, 49423356, 49423349]",4786
"[49423344, 49423454]",4110
"[49423354, 16212275]",3412
"[49423360, 49423366, 49423370, 49423373, 49423151, 49423377, 49423378, 49423379, 49423357]",30203
"[49423366, 49423345, 49423346, 49423352, 49423353]",31394
"[49423371, 49423372, 49423375, 49423376, 121998259, 49423358, 49423359]",6967
"[49423380, 49423381]",4085
"[49423440, 49423441, 109642644]",5358
"[49423440, 49423451, 49423444]",4883
"[49423442, 49423443, 49423446]",28501
"[49423449, 49423445, 49423446]",17992
"[49423453, 49423454]",4017
"[49423456, 49423346]",18497
"[49423576, 49423577, 16211599]",11766
"[49423578, 49423579, 109642637]",29645
"[49423628, 49423636, 49423638, 49423960, 49423961, 67137370]",18841
"[49423640, 16211689, 67137309]",4784
"[49423648, 67137314, 49423652, 67137329, 49423636, 49423639, 49423644, 49423647]",18461
"[49423649, 49423650, 49423654, 49423566, 49423568, 49423574, 49423575]",7390
"[49423651, 49423652, 121998225, 49423571, 49423572, 49423573, 49423580]",17665
"[49423904, 49423905, 49423909, 49423910, 49423914, 49423915, 49423916, 49423917, 592066270, 49423922, 365612349, 49423902]",13966
"[49423913, 49423918, 49423919]",19796
"[49423928, 49423938]",16631
"[49423931, 49423925, 49423926]",9504
"[49423936, 49423945, 49423944, 49423931]",9736
"[49423953, 49423954, 16211902]",13681
"[49423961, 49423938, 49423957, 49423943]",24506
"[505952914, 525627590]",1235
"[51133085, 827447575]",24
"[51133088, 51133089, 827447571, 827447583]",4115
"[51133160, 51133185, 51133186, 51133162]",10325
"[51133163, 51133164, 51133166, 33252462, 51133167]",7978
"[51133168, 51133162, 51133165]",5982
"[51133169, 16212506, 51133159]",6919
"[51133184, 16212110]",3902
"[51133187, 16212358]",3924
"[51133192, 51133164]",6716
"[51133192, 51133193]",5901
"[51133193, 473826795, 473826796, 51133206, 51133207]",12978
"[51133200, 51133185]",7066
"[51133220, 182194365, 182194366]",10035
"[51133221, 289048711, 289048713, 24051129, 24051131]",2701
"[51133224, 281414916, 51133220]",12967
"[51133227, 51133228, 16223695]",2040
"[51133234, 16237554]",306
"[51133249, 51133251, 830299302, 830299303, 16236216]",2243
"[51377792, 51377795, 51377796, 51377803, 124423405]",11113
"[51377793, 51377794, 51377801, 51377802, 51378453]",885
"[51378441, 51378453]",406
"[51378442, 51378443, 51378445]",10012
"[51378447, 124423391]",17414
"[51378448, 51378449, 51378441]",1514
"[51378496, 48947405, 48947406]",925
"[51378496, 51378497, 124423375]",983
"[51378499, 51378500]",13772
"[51378633, 16212003]",2960
"[51463331, 826930687]",1
"[51463332, 525826951]",7
"[51463334, 533388135]",8
"[51463336, 791109169, 404136900, 404136901]",539
"[51463337, 791108170, 532952931]",572
"[517621820, 532178597]",775
"[517621824, 739484612, 739484613]",1264
"[517621825, 16226279]",75
"[517621827, 756929192, 756929193, 767476719, 531960405]",1450
"[518527977, 532919997]",28
"[518533288, 531245244]",35
"[52118969, 522382863]",334
